cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank,chromosome_label,chromosome_block,within_chromosome_rank
cg10607454,764,7,1315725.0,7.0,496,7,7,6
cg20017891,765,7,1423720.0,7.0,497,7,7,7
cg07550313,766,7,1537248.0,7.0,498,7,7,8
cg10364115,767,7,2560976.0,7.0,499,7,7,9
cg10569694,771,7,5013509.0,7.0,500,7,7,10
cg11748186,773,7,5229808.0,7.0,501,7,7,11
cg06932780,774,7,5526333.0,7.0,502,7,7,12
cg05540649,777,7,16439297.0,7.0,503,7,7,13
cg13733314,779,7,20830816.0,7.0,504,7,7,14
cg08429337,780,7,22749617.0,7.0,505,7,7,15
cg27539480,781,7,27147084.0,7.0,506,7,7,16
cg06934774,782,7,27198025.0,7.0,507,7,7,17
cg12705171,783,7,27473741.0,7.0,508,7,7,18
cg22168087,784,7,27702803.0,7.0,509,7,7,19
cg17052266,785,7,29186183.0,7.0,510,7,7,20
cg22167839,787,7,35840133.0,7.0,511,7,7,21
cg02811067,788,7,36275951.0,7.0,512,7,7,22
cg19289921,793,7,44153867.0,7.0,513,7,7,23
cg22455271,794,7,47333085.0,7.0,514,7,7,24
cg02897667,795,7,51539131.0,7.0,515,7,7,25
cg16703135,799,7,55517132.0,7.0,516,7,7,26
cg01981733,800,7,56297714.0,7.0,517,7,7,27
cg15410343,801,7,56516425.0,7.0,518,7,7,28
cg01098474,802,7,57508755.0,7.0,519,7,7,29
cg07236342,803,7,73133398.0,7.0,520,7,7,30
cg00827369,806,7,73588253.0,7.0,521,7,7,31
cg26780321,807,7,73588678.0,7.0,522,7,7,32
cg06765022,809,7,76628673.0,7.0,523,7,7,33
cg06670048,811,7,92861609.0,7.0,524,7,7,34
cg22240800,812,7,94293733.0,7.0,525,7,7,35
cg01314743,815,7,100034753.0,7.0,526,7,7,36
cg22377237,816,7,100271437.0,7.0,527,7,7,37
cg08097755,817,7,100808488.0,7.0,528,7,7,38
cg06651180,818,7,101559888.0,7.0,529,7,7,39
cg24838202,819,7,102988263.0,7.0,530,7,7,40
cg02941852,821,7,105030168.0,7.0,531,7,7,41
cg04433990,822,7,107384558.0,7.0,532,7,7,42
cg01693328,823,7,108101162.0,7.0,533,7,7,43
cg13991019,824,7,110506411.0,7.0,534,7,7,44
cg02620361,826,7,115117424.0,7.0,535,7,7,45
cg19598293,828,7,117854765.0,7.0,536,7,7,46
cg13131519,831,7,127032423.0,7.0,537,7,7,47
cg06903658,833,7,127532361.0,7.0,538,7,7,48
cg06783429,834,7,127673038.0,7.0,539,7,7,49
cg25900995,835,7,127743962.0,7.0,540,7,7,50
cg17007872,836,7,129251834.0,7.0,541,7,7,51
cg20601620,837,7,129845340.0,7.0,542,7,7,52
cg22511019,838,7,130524453.0,7.0,543,7,7,53
cg04132407,839,7,130626376.0,7.0,544,7,7,54
cg09662496,840,7,130626474.0,7.0,545,7,7,55
cg21143892,842,7,132937713.0,7.0,546,7,7,56
cg19461582,843,7,134671987.0,7.0,547,7,7,57
cg17382310,844,7,135413101.0,7.0,548,7,7,58
cg21200382,846,7,140103764.0,7.0,549,7,7,59
cg13636952,849,7,142447956.0,7.0,550,7,7,60
cg16254309,851,7,145814152.0,7.0,551,7,7,61
cg25386534,852,7,148845555.0,7.0,552,7,7,62
cg07562382,854,7,149129696.0,7.0,553,7,7,63
cg19036016,857,7,151077005.0,7.0,554,7,7,64
cg19643252,858,7,151264653.0,7.0,555,7,7,65
cg24448952,860,7,154795270.0,7.0,556,7,7,66
cg25058023,861,7,154863176.0,7.0,557,7,7,67
cg12820681,862,7,155166290.0,7.0,558,7,7,68
cg08364137,863,7,156400990.0,7.0,559,7,7,69
cg13258700,864,7,156433997.0,7.0,560,7,7,70
cg07981013,865,7,156795767.0,7.0,561,7,7,71
cg10401362,866,7,157185402.0,7.0,562,7,7,72
cg23694187,867,7,157335188.0,7.0,563,7,7,73
cg23740652,868,7,157561925.0,7.0,564,7,7,74
cg03377073,870,7,157980803.0,7.0,565,7,7,75
cg20916500,871,8,652685.0,8.0,566,8,8,1
cg23562160,872,8,709692.0,8.0,567,8,8,2
cg00032610,873,8,711064.0,8.0,568,8,8,3
cg02243946,874,8,1423352.0,8.0,569,8,8,4
cg20257821,875,8,1500400.0,8.0,570,8,8,5
cg13320538,876,8,2419822.0,8.0,571,8,8,6
cg17224775,877,8,2483325.0,8.0,572,8,8,7
cg15462221,878,8,8086144.0,8.0,573,8,8,8
cg10347799,881,8,9008364.0,8.0,574,8,8,9
cg10333252,882,8,11055348.0,8.0,575,8,8,10
cg00720475,883,8,16884576.0,8.0,576,8,8,11
cg18736775,885,8,18248649.0,8.0,577,8,8,12
cg22993554,886,8,18698050.0,8.0,578,8,8,13
cg25072880,887,8,22719995.0,8.0,579,8,8,14
cg04447123,888,8,22857672.0,8.0,580,8,8,15
cg13822256,890,8,24811266.0,8.0,581,8,8,16
cg20263156,891,8,27850215.0,8.0,582,8,8,17
cg15698851,895,8,29940391.0,8.0,583,8,8,18
cg11792616,896,8,30018355.0,8.0,584,8,8,19
cg18571640,898,8,33210211.0,8.0,585,8,8,20
cg03806095,901,8,37655840.0,8.0,586,8,8,21
cg00590869,902,8,37962609.0,8.0,587,8,8,22
cg21517147,904,8,41386864.0,8.0,588,8,8,23
cg05453358,905,8,47529280.0,8.0,589,8,8,24
cg11886639,906,8,49704653.0,8.0,590,8,8,25
cg18563812,908,8,53044888.0,8.0,591,8,8,26
cg00269606,915,8,67090928.0,8.0,592,8,8,27
cg13175120,916,8,70017549.0,8.0,593,8,8,28
cg26753018,917,8,70746312.0,8.0,594,8,8,29
cg20113824,918,8,70946946.0,8.0,595,8,8,30
cg23954787,919,8,72470700.0,8.0,596,8,8,31
cg05242148,921,8,86019350.0,8.0,597,8,8,32
cg18322772,924,8,101322713.0,8.0,598,8,8,33
cg21442626,925,8,104032819.0,8.0,599,8,8,34
cg14877637,927,8,104032876.0,8.0,600,8,8,35
cg21936543,928,8,104383433.0,8.0,601,8,8,36
cg20230340,931,8,119049938.0,8.0,602,8,8,37
cg08796640,932,8,119123054.0,8.0,603,8,8,38
cg09694986,933,8,121775052.0,8.0,604,8,8,39
cg06931444,935,8,129874054.0,8.0,605,8,8,40
cg00290626,937,8,132499131.0,8.0,606,8,8,41
cg02609144,938,8,133204331.0,8.0,607,8,8,42
cg04396550,939,8,133493434.0,8.0,608,8,8,43
cg05948645,944,8,141379039.0,8.0,609,8,8,44
cg16670021,945,8,142454461.0,8.0,610,8,8,45
cg27244385,946,8,142662391.0,8.0,611,8,8,46
cg03924566,947,8,143545478.0,8.0,612,8,8,47
cg10913563,948,8,143808814.0,8.0,613,8,8,48
cg14775504,949,8,144190484.0,8.0,614,8,8,49
cg14721632,951,8,144635430.0,8.0,615,8,8,50
cg23090207,952,8,144635444.0,8.0,616,8,8,51
cg15541193,953,8,144635496.0,8.0,617,8,8,52
cg20165448,955,8,144798477.0,8.0,618,8,8,53
cg24013620,956,8,144798688.0,8.0,619,8,8,54
cg20367404,958,8,144925527.0,8.0,620,8,8,55
cg24891660,959,8,145003653.0,8.0,621,8,8,56
cg26795011,960,8,145027226.0,8.0,622,8,8,57
cg15847845,961,8,145028505.0,8.0,623,8,8,58
cg18925846,963,8,145164991.0,8.0,624,8,8,59
cg02610507,965,8,145911260.0,8.0,625,8,8,60
cg10333767,966,8,146126862.0,8.0,626,8,8,61
cg14267020,973,9,19064114.0,9.0,627,9,9,1
cg16954458,979,9,33511220.0,9.0,628,9,9,2
cg12370929,980,9,34701219.0,9.0,629,9,9,3
cg04065065,981,9,35096250.0,9.0,630,9,9,4
cg13752837,982,9,35162048.0,9.0,631,9,9,5
cg14511376,983,9,35607900.0,9.0,632,9,9,6
cg04482597,986,9,37486041.0,9.0,633,9,9,7
cg02654358,987,9,74061449.0,9.0,634,9,9,8
cg13899841,992,9,108214040.0,9.0,635,9,9,9
cg08313788,993,9,115095520.0,9.0,636,9,9,10
cg11431402,996,9,126135408.0,9.0,637,9,9,11
cg26753512,998,9,127962481.0,9.0,638,9,9,12
cg13838599,999,9,128989097.0,9.0,639,9,9,13
cg21198455,1000,9,131679993.0,9.0,640,9,9,14
cg01408915,1005,9,136024341.0,9.0,641,9,9,15
cg14600041,1006,9,136081579.0,9.0,642,9,9,16
cg12020464,1007,9,136131183.0,9.0,643,9,9,17
cg08268099,1009,9,137966584.0,9.0,644,9,9,18
cg27286999,1010,9,137967306.0,9.0,645,9,9,19
cg13523132,1014,9,139638566.0,9.0,646,9,9,20
cg18798099,1015,9,140189618.0,9.0,647,9,9,21
cg21176398,1017,9,140771599.0,9.0,648,9,9,22
cg02514579,1018,10,717091.0,10.0,649,10,10,1
cg07876051,1019,10,3159145.0,10.0,650,10,10,2
cg17158564,1020,10,5406890.0,10.0,651,10,10,3
cg11218842,1021,10,5406907.0,10.0,652,10,10,4
cg12428514,1022,10,5407119.0,10.0,653,10,10,5
cg06022942,1025,10,8095484.0,10.0,654,10,10,6
cg07578663,1026,10,8096600.0,10.0,655,10,10,7
cg17290701,1028,10,11059714.0,10.0,656,10,10,8
cg04907738,1031,10,13425688.0,10.0,657,10,10,9
cg06640123,1033,10,21638844.0,10.0,658,10,10,10
cg08672557,1034,10,22292767.0,10.0,659,10,10,11
cg18634296,1036,10,25305078.0,10.0,660,10,10,12
cg08815081,1038,10,28035731.0,10.0,661,10,10,13
cg13896748,1039,10,30872987.0,10.0,662,10,10,14
cg05775862,1040,10,31026101.0,10.0,663,10,10,15
cg26607228,1044,10,43889109.0,10.0,664,10,10,16
cg01083633,1045,10,44162781.0,10.0,665,10,10,17
cg24297509,1046,10,44339107.0,10.0,666,10,10,18
cg17554636,1047,10,45719751.0,10.0,667,10,10,19
cg20447730,1048,10,45719880.0,10.0,668,10,10,20
cg06088084,1049,10,48952423.0,10.0,669,10,10,21
cg18534872,1052,10,58121066.0,10.0,670,10,10,22
cg19382584,1053,10,63666609.0,10.0,671,10,10,23
cg12484738,1055,10,65280766.0,10.0,672,10,10,24
cg05521089,1056,10,65733092.0,10.0,673,10,10,25
cg00588577,1057,10,70480905.0,10.0,674,10,10,26
cg01477633,1058,10,71078714.0,10.0,675,10,10,27
cg24280819,1059,10,71338046.0,10.0,676,10,10,28
cg06759405,1060,10,71562095.0,10.0,677,10,10,29
cg20648333,1061,10,72298745.0,10.0,678,10,10,30
cg15563766,1062,10,74029447.0,10.0,679,10,10,31
cg16716883,1063,10,74079772.0,10.0,680,10,10,32
cg13511752,1064,10,74094697.0,10.0,681,10,10,33
cg25394301,1065,10,75008761.0,10.0,682,10,10,34
cg18620298,1066,10,76995799.0,10.0,683,10,10,35
cg24677093,1067,10,77166172.0,10.0,684,10,10,36
cg00205263,1069,10,81741554.0,10.0,685,10,10,37
cg09775312,1071,10,93392839.0,10.0,686,10,10,38
cg04889043,1072,10,93882845.0,10.0,687,10,10,39
cg04958872,1077,10,102241820.0,10.0,688,10,10,40
cg22748290,1080,10,102489344.0,10.0,689,10,10,41
cg17339543,1083,10,102772928.0,10.0,690,10,10,42
cg13736263,1084,10,102778909.0,10.0,691,10,10,43
cg09510780,1085,10,104178971.0,10.0,692,10,10,44
cg14159304,1086,10,105212236.0,10.0,693,10,10,45
cg14742187,1087,10,111842681.0,10.0,694,10,10,46
cg00375691,1093,10,119296942.0,10.0,695,10,10,47
cg12317601,1094,10,119301760.0,10.0,696,10,10,48
cg06966660,1096,10,123923066.0,10.0,697,10,10,49
cg18483902,1097,10,124029647.0,10.0,698,10,10,50
cg18351607,1099,10,124739543.0,10.0,699,10,10,51
cg21949958,1100,10,124914691.0,10.0,700,10,10,52
cg01492853,1101,10,125231256.0,10.0,701,10,10,53
cg08615567,1102,10,125651621.0,10.0,702,10,10,54
cg17686260,1105,10,131412764.0,10.0,703,10,10,55
cg18583565,1106,10,131567980.0,10.0,704,10,10,56
cg14536517,1109,10,132239501.0,10.0,705,10,10,57
cg16891431,1110,10,133106078.0,10.0,706,10,10,58
cg12167057,1111,10,133606294.0,10.0,707,10,10,59
cg19708903,1112,10,133784308.0,10.0,708,10,10,60
cg24055178,1113,10,134263487.0,10.0,709,10,10,61
cg11860238,1115,10,134726665.0,10.0,710,10,10,62
cg23987897,1118,10,134775949.0,10.0,711,10,10,63
cg17693826,1119,10,134776050.0,10.0,712,10,10,64
cg16756674,1120,10,134791043.0,10.0,713,10,10,65
cg23057009,1121,10,134844217.0,10.0,714,10,10,66
cg24668570,1122,10,134973778.0,10.0,715,10,10,67
cg05316415,1123,10,134999675.0,10.0,716,10,10,68
cg25699174,1124,10,135050149.0,10.0,717,10,10,69
cg24530264,1125,10,135342620.0,10.0,718,10,10,70
cg18984983,1126,10,135342936.0,10.0,719,10,10,71
cg11445109,1127,10,135343248.0,10.0,720,10,10,72
cg22016995,1129,11,614787.0,11.0,721,11,11,1
cg03909863,1130,11,638404.0,11.0,722,11,11,2
cg10258582,1131,11,800594.0,11.0,723,11,11,3
cg01989504,1132,11,1256651.0,11.0,724,11,11,4
cg10379476,1133,11,1328479.0,11.0,725,11,11,5
cg02029564,1134,11,1354849.0,11.0,726,11,11,6
cg13756879,1137,11,2161473.0,11.0,727,11,11,7
cg18485844,1138,11,2291652.0,11.0,728,11,11,8
cg24728105,1139,11,2418157.0,11.0,729,11,11,9
cg20921686,1140,11,2604499.0,11.0,730,11,11,10
cg17434043,1141,11,2907123.0,11.0,731,11,11,11
cg19825639,1142,11,3014213.0,11.0,732,11,11,12
cg23910098,1143,11,3187534.0,11.0,733,11,11,13
cg17163839,1144,11,4115579.0,11.0,734,11,11,14
cg20814503,1145,11,4390240.0,11.0,735,11,11,15
cg03122735,1146,11,4629195.0,11.0,736,11,11,16
cg09133563,1147,11,4629357.0,11.0,737,11,11,17
cg16469099,1150,11,4629432.0,11.0,738,11,11,18
cg19515317,1152,11,4629667.0,11.0,739,11,11,19
cg19511651,1153,11,5951433.0,11.0,740,11,11,20
cg03641748,1155,11,6440808.0,11.0,741,11,11,21
cg14037413,1156,11,9482594.0,11.0,742,11,11,22
cg01494614,1157,11,10562837.0,11.0,743,11,11,23
cg13924715,1158,11,10750890.0,11.0,744,11,11,24
cg21648324,1161,11,12692986.0,11.0,745,11,11,25
cg11028624,1162,11,13983793.0,11.0,746,11,11,26
cg03245590,1163,11,15329459.0,11.0,747,11,11,27
cg15365320,1164,11,17373302.0,11.0,748,11,11,28
cg19767548,1166,11,18433554.0,11.0,749,11,11,29
cg14332815,1167,11,18433564.0,11.0,750,11,11,30
cg06185738,1170,11,22359868.0,11.0,751,11,11,31
cg22128896,1172,11,33087476.0,11.0,752,11,11,32
cg20014960,1177,11,35547311.0,11.0,753,11,11,33
cg06372015,1180,11,43602000.0,11.0,754,11,11,34
cg07704934,1181,11,44332940.0,11.0,755,11,11,35
cg05037168,1183,11,46259470.0,11.0,756,11,11,36
cg15917625,1184,11,46299900.0,11.0,757,11,11,37
cg00493068,1185,11,50260762.0,11.0,758,11,11,38
cg07739826,1191,11,59378927.0,11.0,759,11,11,39
cg25076272,1192,11,60923776.0,11.0,760,11,11,40
cg08626382,1193,11,62108591.0,11.0,761,11,11,41
cg15814736,1194,11,63439115.0,11.0,762,11,11,42
cg14682277,1195,11,63808040.0,11.0,763,11,11,43
cg22408430,1197,11,63883266.0,11.0,764,11,11,44
cg21986781,1198,11,64029923.0,11.0,765,11,11,45
cg14689317,1200,11,64128973.0,11.0,766,11,11,46
cg00976692,1202,11,64578131.0,11.0,767,11,11,47
cg03262694,1203,11,64684810.0,11.0,768,11,11,48
cg20138404,1204,11,64951798.0,11.0,769,11,11,49
cg02675946,1205,11,64993239.0,11.0,770,11,11,50
cg21825840,1207,11,66025173.0,11.0,771,11,11,51
cg11129796,1208,11,66035649.0,11.0,772,11,11,52
cg12052203,1209,11,66115045.0,11.0,773,11,11,53
cg07655487,1210,11,66849820.0,11.0,774,11,11,54
cg18262591,1213,11,68579970.0,11.0,775,11,11,55
cg08826843,1214,11,68670876.0,11.0,776,11,11,56
cg00606989,1216,11,69519088.0,11.0,777,11,11,57
cg09530156,1217,11,69867139.0,11.0,778,11,11,58
cg27260891,1218,11,70028721.0,11.0,779,11,11,59
cg20754476,1219,11,71117679.0,11.0,780,11,11,60
cg15167841,1220,11,71787492.0,11.0,781,11,11,61
cg04058752,1225,11,76751369.0,11.0,782,11,11,62
cg23602829,1226,11,76757171.0,11.0,783,11,11,63
cg05792572,1228,11,77757450.0,11.0,784,11,11,64
cg06702721,1229,11,77899898.0,11.0,785,11,11,65
cg06251348,1230,11,78771032.0,11.0,786,11,11,66
cg00564051,1234,11,91957448.0,11.0,787,11,11,67
cg06483452,1238,11,102139392.0,11.0,788,11,11,68
cg03421801,1239,11,102475041.0,11.0,789,11,11,69
cg14491149,1241,11,103683233.0,11.0,790,11,11,70
cg00488260,1242,11,107461894.0,11.0,791,11,11,71
cg06053805,1244,11,108093413.0,11.0,792,11,11,72
cg25229114,1245,11,110167701.0,11.0,793,11,11,73
cg10245123,1246,11,113906981.0,11.0,794,11,11,74
cg02642914,1248,11,115374217.0,11.0,795,11,11,75
cg19959041,1249,11,115451985.0,11.0,796,11,11,76
cg02725900,1253,11,118965121.0,11.0,797,11,11,77
cg21644713,1254,11,118972867.0,11.0,798,11,11,78
cg16566400,1255,11,119293869.0,11.0,799,11,11,79
cg26722658,1256,11,124545191.0,11.0,800,11,11,80
cg02513924,1257,11,124823857.0,11.0,801,11,11,81
cg01999479,1258,11,126081473.0,11.0,802,11,11,82
cg16628183,1259,11,126456052.0,11.0,803,11,11,83
cg02035681,1263,11,128775750.0,11.0,804,11,11,84
cg24953078,1265,11,131878924.0,11.0,805,11,11,85
cg24732796,1266,11,133907497.0,11.0,806,11,11,86
cg09953406,1269,11,134605083.0,11.0,807,11,11,87
cg07697887,1270,11,134607652.0,11.0,808,11,11,88
cg16705697,1272,11,134731585.0,11.0,809,11,11,89
cg12806521,1277,12,6677729.0,12.0,810,12,12,1
cg18123790,1278,12,6772186.0,12.0,811,12,12,2
cg18232235,1282,12,11700321.0,12.0,812,12,12,3
cg26614815,1284,12,14996776.0,12.0,813,12,12,4
cg13442495,1286,12,25404467.0,12.0,814,12,12,5
cg23332732,1288,12,26986274.0,12.0,815,12,12,6
cg16304302,1290,12,27486485.0,12.0,816,12,12,7
cg27157669,1291,12,27936825.0,12.0,817,12,12,8
cg24677744,1293,12,29302016.0,12.0,818,12,12,9
cg03532709,1296,12,31881951.0,12.0,819,12,12,10
cg07409680,1297,12,32260442.0,12.0,820,12,12,11
cg02770073,1299,12,34548094.0,12.0,821,12,12,12
cg07303091,1300,12,42863385.0,12.0,822,12,12,13
cg00966357,1301,12,46945908.0,12.0,823,12,12,14
cg25190001,1302,12,49371310.0,12.0,824,12,12,15
cg02805665,1303,12,49484932.0,12.0,825,12,12,16
cg08691567,1306,12,53183930.0,12.0,826,12,12,17
cg16705419,1308,12,53453013.0,12.0,827,12,12,18
cg19928450,1310,12,54348629.0,12.0,828,12,12,19
cg02371798,1311,12,54363657.0,12.0,829,12,12,20
cg03305955,1312,12,54417033.0,12.0,830,12,12,21
cg05359066,1314,12,56552046.0,12.0,831,12,12,22
cg05013783,1315,12,56652058.0,12.0,832,12,12,23
cg26804944,1316,12,56660921.0,12.0,833,12,12,24
cg03249590,1318,12,57040199.0,12.0,834,12,12,25
cg06074958,1319,12,57118908.0,12.0,835,12,12,26
cg11254439,1320,12,57335615.0,12.0,836,12,12,27
cg09740308,1321,12,57984923.0,12.0,837,12,12,28
cg18316386,1322,12,58335867.0,12.0,838,12,12,29
cg19536810,1323,12,59313817.0,12.0,839,12,12,30
cg05837036,1324,12,63015414.0,12.0,840,12,12,31
cg17130567,1325,12,66218057.0,12.0,841,12,12,32
cg00580978,1330,12,72667386.0,12.0,842,12,12,33
cg09634360,1331,12,75905462.0,12.0,843,12,12,34
cg07430153,1332,12,76424847.0,12.0,844,12,12,35
cg01979605,1336,12,94534257.0,12.0,845,12,12,36
cg08077234,1337,12,94658675.0,12.0,846,12,12,37
cg09944400,1338,12,95043227.0,12.0,847,12,12,38
cg13338132,1339,12,100041984.0,12.0,848,12,12,39
cg23554497,1340,12,103359836.0,12.0,849,12,12,40
cg04916200,1342,12,107168633.0,12.0,850,12,12,41
cg26212496,1344,12,107487708.0,12.0,851,12,12,42
cg20893031,1347,12,108306467.0,12.0,852,12,12,43
cg26806188,1348,12,108908720.0,12.0,853,12,12,44
cg09175811,1350,12,111050500.0,12.0,854,12,12,45
cg19631815,1353,12,113528791.0,12.0,855,12,12,46
cg15168615,1354,12,113599683.0,12.0,856,12,12,47
cg12530050,1356,12,115121354.0,12.0,857,12,12,48
cg02345991,1359,12,119418676.0,12.0,858,12,12,49
cg07231451,1365,12,123852477.0,12.0,859,12,12,50
cg11755803,1371,12,129000542.0,12.0,860,12,12,51
cg11230248,1373,12,130060080.0,12.0,861,12,12,52
cg26147947,1375,12,130590231.0,12.0,862,12,12,53
cg09595912,1377,12,130819634.0,12.0,863,12,12,54
cg19683551,1379,12,131919784.0,12.0,864,12,12,55
cg17479830,1380,12,132871604.0,12.0,865,12,12,56
cg02596617,1381,12,132912566.0,12.0,866,12,12,57
cg03279164,1383,12,133485856.0,12.0,867,12,12,58
cg19090533,1384,12,133536292.0,12.0,868,12,12,59
cg20054939,1385,12,133614314.0,12.0,869,12,12,60
cg25578013,1389,13,21047444.0,13.0,870,13,13,1
cg07444005,1390,13,21678461.0,13.0,871,13,13,2
cg06391663,1391,13,23415887.0,13.0,872,13,13,3
cg01019355,1394,13,27712255.0,13.0,873,13,13,4
cg10100220,1395,13,28155884.0,13.0,874,13,13,5
cg05344430,1396,13,28366600.0,13.0,875,13,13,6
cg01333242,1399,13,30740197.0,13.0,876,13,13,7
cg07005067,1400,13,31782610.0,13.0,877,13,13,8
cg26345046,1403,13,37004620.0,13.0,878,13,13,9
cg16505464,1404,13,37393242.0,13.0,879,13,13,10
cg19043800,1405,13,37702050.0,13.0,880,13,13,11
cg18595137,1406,13,39458059.0,13.0,881,13,13,12
cg25433674,1407,13,43395572.0,13.0,882,13,13,13
cg15738089,1409,13,44542704.0,13.0,883,13,13,14
cg15699243,1412,13,51381934.0,13.0,884,13,13,15
cg00401429,1413,13,53771411.0,13.0,885,13,13,16
cg00241432,1416,13,95846842.0,13.0,886,13,13,17
cg18393747,1417,13,96205295.0,13.0,887,13,13,18
cg01725864,1418,13,98829557.0,13.0,888,13,13,19
cg12619015,1419,13,100157043.0,13.0,889,13,13,20
cg11622324,1420,13,100630688.0,13.0,890,13,13,21
cg21276549,1421,13,102568345.0,13.0,891,13,13,22
cg02955548,1423,13,108028239.0,13.0,892,13,13,23
cg00006787,1424,13,110533441.0,13.0,893,13,13,24
cg04296187,1425,13,110835709.0,13.0,894,13,13,25
cg23180593,1426,13,111301487.0,13.0,895,13,13,26
cg27030655,1427,13,111997466.0,13.0,896,13,13,27
cg20555562,1428,13,112061955.0,13.0,897,13,13,28
cg04325130,1429,13,112507698.0,13.0,898,13,13,29
cg13063845,1430,13,112554987.0,13.0,899,13,13,30
cg01941313,1432,13,113120234.0,13.0,900,13,13,31
cg01373852,1433,13,113121958.0,13.0,901,13,13,32
cg22301418,1435,13,113514151.0,13.0,902,13,13,33
cg10332422,1438,13,114292552.0,13.0,903,13,13,34
cg12337884,1439,13,114819908.0,13.0,904,13,13,35
cg16022304,1440,14,21564730.0,14.0,905,14,14,1
cg19790323,1441,14,22471111.0,14.0,906,14,14,2
cg13716585,1442,14,22917809.0,14.0,907,14,14,3
cg16285447,1443,14,23058779.0,14.0,908,14,14,4
cg05171021,1444,14,24422749.0,14.0,909,14,14,5
cg06111454,1445,14,24837836.0,14.0,910,14,14,6
cg24154325,1446,14,29247705.0,14.0,911,14,14,7
cg19571686,1447,14,32328771.0,14.0,912,14,14,8
cg01935149,1448,14,33403900.0,14.0,913,14,14,9
cg05082965,1449,14,33404180.0,14.0,914,14,14,10
cg13335112,1452,14,51339216.0,14.0,915,14,14,11
cg25685519,1453,14,52536721.0,14.0,916,14,14,12
cg01284467,1454,14,53415068.0,14.0,917,14,14,13
cg23251248,1455,14,55907374.0,14.0,918,14,14,14
cg26143452,1456,14,55907385.0,14.0,919,14,14,15
cg14079333,1457,14,61123405.0,14.0,920,14,14,16
cg18436128,1458,14,65439236.0,14.0,921,14,14,17
cg09388160,1459,14,68978814.0,14.0,922,14,14,18
cg13685349,1464,14,81879247.0,14.0,923,14,14,19
cg16433844,1466,14,91963127.0,14.0,924,14,14,20
cg26438665,1470,14,93794813.0,14.0,925,14,14,21
cg04313756,1473,14,96180842.0,14.0,926,14,14,22
cg20686551,1474,14,100259161.0,14.0,927,14,14,23
cg24044238,1476,14,101340027.0,14.0,928,14,14,24
cg09826395,1477,14,102685246.0,14.0,929,14,14,25
cg00708642,1478,14,103800518.0,14.0,930,14,14,26
cg26318872,1480,14,104158729.0,14.0,931,14,14,27
cg08041364,1482,14,105635081.0,14.0,932,14,14,28
cg03031183,1485,14,106916953.0,14.0,933,14,14,29
cg04014889,1486,15,23890593.0,15.0,934,15,15,1
cg09593033,1488,15,25472237.0,15.0,935,15,15,2
cg26757542,1492,15,31284284.0,15.0,936,15,15,3
cg03472349,1493,15,31319218.0,15.0,937,15,15,4
cg21629384,1496,15,38243575.0,15.0,938,15,15,5
cg25225841,1497,15,41039134.0,15.0,939,15,15,6
cg14529224,1502,15,44119093.0,15.0,940,15,15,7
cg03026420,1503,15,45315313.0,15.0,941,15,15,8
cg18435832,1504,15,45671155.0,15.0,942,15,15,9
cg26804411,1505,15,48493739.0,15.0,943,15,15,10
cg07915221,1506,15,48497090.0,15.0,944,15,15,11
cg02606218,1507,15,49448019.0,15.0,945,15,15,12
cg13399569,1509,15,59040869.0,15.0,946,15,15,13
cg02971627,1510,15,59042282.0,15.0,947,15,15,14
cg12790106,1511,15,63105204.0,15.0,948,15,15,15
cg23837188,1512,15,63449871.0,15.0,949,15,15,16
cg19839691,1513,15,64673790.0,15.0,950,15,15,17
cg02018277,1514,15,65116255.0,15.0,951,15,15,18
cg11823654,1515,15,65117936.0,15.0,952,15,15,19
cg26795333,1517,15,67228722.0,15.0,953,15,15,20
cg25925833,1518,15,69113196.0,15.0,954,15,15,21
cg01024113,1519,15,70390440.0,15.0,955,15,15,22
cg18261836,1521,15,73915181.0,15.0,956,15,15,23
cg23705064,1522,15,74025634.0,15.0,957,15,15,24
cg12478809,1524,15,75230753.0,15.0,958,15,15,25
cg13271452,1529,15,78110857.0,15.0,959,15,15,26
cg01531949,1530,15,78442160.0,15.0,960,15,15,27
cg02927074,1531,15,80860549.0,15.0,961,15,15,28
cg16268380,1532,15,81294324.0,15.0,962,15,15,29
cg03723307,1534,15,81706448.0,15.0,963,15,15,30
cg16111239,1535,15,82338593.0,15.0,964,15,15,31
cg00515437,1536,15,83422206.0,15.0,965,15,15,32
cg17448023,1537,15,83478524.0,15.0,966,15,15,33
cg00979939,1538,15,83780355.0,15.0,967,15,15,34
cg12058947,1539,15,83876098.0,15.0,968,15,15,35
cg14908513,1540,15,84048308.0,15.0,969,15,15,36
cg07964527,1541,15,85534863.0,15.0,970,15,15,37
cg22681495,1542,15,86058755.0,15.0,971,15,15,38
cg26992010,1544,15,89951870.0,15.0,972,15,15,39
cg04857054,1545,15,90355385.0,15.0,973,15,15,40
cg05412210,1547,15,90780764.0,15.0,974,15,15,41
cg16800228,1549,15,95739493.0,15.0,975,15,15,42
cg13772742,1553,15,96878385.0,15.0,976,15,15,43
cg18980263,1554,15,97321776.0,15.0,977,15,15,44
cg25220320,1555,15,98065740.0,15.0,978,15,15,45
cg21746425,1556,15,99408804.0,15.0,979,15,15,46
cg01907085,1557,15,99602004.0,15.0,980,15,15,47
cg04822808,1558,15,100882162.0,15.0,981,15,15,48
