cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank
cg22273925,1037,10,23984977.0,10.0,633
cg05750029,1039,10,28965858.0,10.0,634
cg14970695,1040,10,29698447.0,10.0,635
cg03496709,1041,10,29698460.0,10.0,636
cg19109608,1042,10,29698462.0,10.0,637
cg04769618,1043,10,29698685.0,10.0,638
cg18868178,1044,10,31422673.0,10.0,639
cg03057072,1045,10,32186554.0,10.0,640
cg24714864,1047,10,42863550.0,10.0,641
cg02045451,1048,10,45939159.0,10.0,642
cg22641201,1050,10,60401105.0,10.0,643
cg25403283,1052,10,63629487.0,10.0,644
cg05393736,1053,10,64892616.0,10.0,645
cg27159792,1054,10,69524182.0,10.0,646
cg24922399,1055,10,70660701.0,10.0,647
cg01040533,1056,10,71339886.0,10.0,648
cg25392935,1057,10,75757809.0,10.0,649
cg04944931,1058,10,76996462.0,10.0,650
cg02271943,1059,10,76996533.0,10.0,651
cg05593559,1060,10,76998104.0,10.0,652
cg09095892,1068,10,91597207.0,10.0,653
cg22356726,1069,10,91597320.0,10.0,654
cg05906871,1073,10,97416826.0,10.0,655
cg14093363,1074,10,98479991.0,10.0,656
cg01435344,1075,10,99610084.0,10.0,657
cg05638929,1077,10,102508633.0,10.0,658
cg06518233,1078,10,102765350.0,10.0,659
cg17339543,1079,10,102772928.0,10.0,660
cg05889234,1080,10,102983065.0,10.0,661
cg03127722,1081,10,103051881.0,10.0,662
cg03511638,1082,10,104180870.0,10.0,663
cg14159304,1083,10,105212236.0,10.0,664
cg03446289,1084,10,106075560.0,10.0,665
cg27365978,1085,10,106093659.0,10.0,666
cg21872391,1087,10,112064057.0,10.0,667
cg12317601,1088,10,119301760.0,10.0,668
cg14791547,1091,10,124222263.0,10.0,669
cg12141457,1094,10,126182012.0,10.0,670
cg02524236,1095,10,128086694.0,10.0,671
cg14117562,1096,10,128843682.0,10.0,672
cg14015765,1101,10,132734310.0,10.0,673
cg08195412,1103,10,134372696.0,10.0,674
cg06473608,1104,10,134630642.0,10.0,675
cg05423768,1105,10,134692616.0,10.0,676
cg17352027,1106,10,134740495.0,10.0,677
cg16748269,1107,10,134897210.0,10.0,678
cg00228708,1108,10,135048062.0,10.0,679
cg24193242,1109,10,135096556.0,10.0,680
cg27417926,1110,10,135149648.0,10.0,681
cg14614314,1111,10,135150428.0,10.0,682
cg25868831,1112,11,368588.0,11.0,683
cg17682432,1113,11,368614.0,11.0,684
cg03935432,1114,11,416605.0,11.0,685
cg12366974,1117,11,977122.0,11.0,686
cg09906402,1118,11,1033236.0,11.0,687
cg15899112,1119,11,1228752.0,11.0,688
cg03318990,1120,11,2871644.0,11.0,689
cg05597766,1121,11,3013541.0,11.0,690
cg09255694,1124,11,4116198.0,11.0,691
cg03306641,1125,11,5645703.0,11.0,692
cg10208301,1126,11,6592745.0,11.0,693
cg01385795,1130,11,14913124.0,11.0,694
cg00457155,1131,11,18656868.0,11.0,695
cg09611599,1132,11,20382497.0,11.0,696
cg04319042,1133,11,23752001.0,11.0,697
cg08820369,1135,11,33643844.0,11.0,698
cg20234170,1137,11,34460107.0,11.0,699
cg22159421,1139,11,34460182.0,11.0,700
cg20731136,1140,11,34460298.0,11.0,701
cg07768201,1141,11,34460336.0,11.0,702
cg03720043,1142,11,34460351.0,11.0,703
cg02109652,1143,11,34460386.0,11.0,704
cg06908474,1144,11,34460516.0,11.0,705
cg01847719,1145,11,34460557.0,11.0,706
cg20143092,1146,11,35160330.0,11.0,707
cg15778012,1149,11,43601125.0,11.0,708
cg11928684,1152,11,47291227.0,11.0,709
cg16742756,1153,11,47574646.0,11.0,710
cg25072179,1154,11,57004934.0,11.0,711
cg12205564,1155,11,61355776.0,11.0,712
cg15814736,1157,11,63439115.0,11.0,713
cg13703584,1158,11,64059916.0,11.0,714
cg18383813,1159,11,64067793.0,11.0,715
cg02494703,1160,11,64659387.0,11.0,716
cg20138404,1161,11,64951798.0,11.0,717
cg22578610,1162,11,65336227.0,11.0,718
cg03042113,1164,11,65430511.0,11.0,719
cg10106407,1167,11,66234251.0,11.0,720
cg15762348,1168,11,66458829.0,11.0,721
cg15365888,1169,11,67136752.0,11.0,722
cg26800893,1170,11,67184596.0,11.0,723
cg23009355,1171,11,68451396.0,11.0,724
cg18168310,1172,11,68920771.0,11.0,725
cg00043379,1173,11,69634240.0,11.0,726
cg11157765,1174,11,69982996.0,11.0,727
cg04720713,1176,11,70963427.0,11.0,728
cg05240381,1177,11,71164349.0,11.0,729
cg20659378,1178,11,71639748.0,11.0,730
cg04143120,1180,11,72968848.0,11.0,731
cg07985931,1181,11,73112805.0,11.0,732
cg05789714,1182,11,74178462.0,11.0,733
cg03539623,1183,11,75294284.0,11.0,734
cg19901956,1184,11,77921274.0,11.0,735
cg15714223,1186,11,78402382.0,11.0,736
cg10030504,1187,11,78780700.0,11.0,737
cg19009664,1190,11,82783540.0,11.0,738
cg09610772,1191,11,86142407.0,11.0,739
cg18725375,1192,11,86142478.0,11.0,740
cg08881680,1197,11,94965469.0,11.0,741
cg15894431,1198,11,101981130.0,11.0,742
cg12477724,1200,11,110834258.0,11.0,743
cg09741912,1202,11,114921894.0,11.0,744
cg21644713,1204,11,118972867.0,11.0,745
cg12859211,1210,11,124735105.0,11.0,746
cg16143578,1212,11,124767801.0,11.0,747
cg09176023,1213,11,124791601.0,11.0,748
cg03887438,1216,11,132910642.0,11.0,749
cg22256309,1219,11,134176888.0,11.0,750
cg10700424,1220,11,134201952.0,11.0,751
cg10790526,1221,11,134250892.0,11.0,752
cg19551055,1222,11,134601111.0,11.0,753
cg25481491,1223,12,1904523.0,12.0,754
cg12871967,1224,12,3688664.0,12.0,755
cg14043509,1225,12,4141051.0,12.0,756
cg00838874,1227,12,5018338.0,12.0,757
cg03920169,1228,12,6677409.0,12.0,758
cg16637873,1229,12,6982822.0,12.0,759
cg01356703,1230,12,7262021.0,12.0,760
cg09651654,1231,12,7781431.0,12.0,761
cg04122601,1233,12,10826785.0,12.0,762
cg18232235,1235,12,11700321.0,12.0,763
cg03933279,1237,12,12849136.0,12.0,764
cg18803655,1238,12,12849748.0,12.0,765
cg23747342,1239,12,25539794.0,12.0,766
cg09257092,1240,12,26986805.0,12.0,767
cg19152518,1243,12,31743857.0,12.0,768
cg05478172,1244,12,47628981.0,12.0,769
cg24026388,1245,12,48099519.0,12.0,770
cg12707727,1246,12,49076300.0,12.0,771
cg10048986,1247,12,49631720.0,12.0,772
cg19119119,1248,12,49760396.0,12.0,773
cg08354685,1249,12,50185597.0,12.0,774
cg20113307,1250,12,51510124.0,12.0,775
cg05516489,1256,12,54359761.0,12.0,776
cg05412137,1257,12,54384744.0,12.0,777
cg01791737,1258,12,56321730.0,12.0,778
cg03249590,1259,12,57040199.0,12.0,779
cg06679265,1260,12,57040204.0,12.0,780
cg06092729,1261,12,64845451.0,12.0,781
cg03251079,1262,12,66218285.0,12.0,782
cg17547897,1264,12,77513620.0,12.0,783
cg17963193,1273,12,101188635.0,12.0,784
cg21049825,1274,12,102248833.0,12.0,785
cg16921310,1275,12,103351987.0,12.0,786
cg11342468,1276,12,103889784.0,12.0,787
cg09237846,1278,12,105114399.0,12.0,788
cg00701398,1280,12,105724818.0,12.0,789
cg22353823,1281,12,105860607.0,12.0,790
cg07730007,1283,12,107377277.0,12.0,791
cg05641885,1284,12,108306728.0,12.0,792
cg02022322,1285,12,109576193.0,12.0,793
cg15342134,1289,12,110025893.0,12.0,794
cg22719037,1290,12,111842896.0,12.0,795
cg16868784,1291,12,112447736.0,12.0,796
cg03417559,1293,12,113914536.0,12.0,797
cg23591463,1295,12,114851495.0,12.0,798
cg17030488,1297,12,115172748.0,12.0,799
cg11561462,1301,12,118813933.0,12.0,800
cg22189286,1302,12,119616193.0,12.0,801
cg04256697,1303,12,120688557.0,12.0,802
cg16620766,1305,12,122268197.0,12.0,803
cg01765077,1306,12,122356316.0,12.0,804
cg21171335,1307,12,122356390.0,12.0,805
cg21016266,1309,12,122356598.0,12.0,806
cg14078092,1311,12,123463530.0,12.0,807
cg19781462,1314,12,124744261.0,12.0,808
cg05395187,1315,12,124913717.0,12.0,809
cg00417147,1316,12,125578545.0,12.0,810
cg26128079,1319,12,127212416.0,12.0,811
cg16102024,1320,12,127218981.0,12.0,812
cg11755803,1321,12,129000542.0,12.0,813
cg11230248,1322,12,130060080.0,12.0,814
cg14968768,1323,12,130680527.0,12.0,815
cg14622549,1325,12,132549292.0,12.0,816
cg22161410,1326,12,132862024.0,12.0,817
cg02517686,1327,12,132900761.0,12.0,818
cg23152742,1328,12,132920884.0,12.0,819
cg14518355,1329,12,133016787.0,12.0,820
cg18617770,1330,12,133035939.0,12.0,821
cg25977879,1331,12,133085193.0,12.0,822
cg12699648,1333,13,24758155.0,13.0,823
cg02291365,1334,13,25317267.0,13.0,824
cg20636249,1335,13,26624039.0,13.0,825
cg00346326,1336,13,28394537.0,13.0,826
cg14365785,1339,13,30054440.0,13.0,827
cg19932177,1341,13,34392073.0,13.0,828
cg07525003,1342,13,36871646.0,13.0,829
cg26439710,1343,13,36871943.0,13.0,830
cg11678027,1344,13,36872048.0,13.0,831
cg19801062,1345,13,36872135.0,13.0,832
cg23003720,1346,13,36872148.0,13.0,833
cg06648759,1349,13,40892751.0,13.0,834
cg02552250,1353,13,49066868.0,13.0,835
cg15699243,1355,13,51381934.0,13.0,836
cg15468925,1357,13,60737583.0,13.0,837
cg24146100,1362,13,99737448.0,13.0,838
cg01205935,1363,13,99737585.0,13.0,839
cg16691989,1364,13,99852566.0,13.0,840
cg02735500,1367,13,101184577.0,13.0,841
cg07170932,1368,13,101774188.0,13.0,842
cg19202687,1369,13,107001759.0,13.0,843
cg03499905,1371,13,110832764.0,13.0,844
cg24283836,1372,13,111061780.0,13.0,845
cg07564233,1373,13,112172340.0,13.0,846
cg25233139,1374,13,112187396.0,13.0,847
cg02191228,1375,13,112547341.0,13.0,848
cg08528604,1376,13,112610282.0,13.0,849
cg11423130,1377,13,112630656.0,13.0,850
cg12444736,1378,13,112630712.0,13.0,851
cg10245273,1379,13,112725605.0,13.0,852
cg03482973,1380,13,112756120.0,13.0,853
cg21104040,1381,13,112856976.0,13.0,854
cg05629931,1384,13,113512709.0,13.0,855
cg02054232,1385,13,113585713.0,13.0,856
cg23192614,1386,13,113585804.0,13.0,857
cg21749794,1387,13,114876210.0,13.0,858
cg03210340,1388,14,21537527.0,14.0,859
cg14094999,1389,14,23299055.0,14.0,860
cg17003293,1394,14,36003826.0,14.0,861
cg04171065,1397,14,42075760.0,14.0,862
cg16537350,1398,14,50329699.0,14.0,863
cg05875844,1400,14,52119522.0,14.0,864
cg26249834,1401,14,52479816.0,14.0,865
cg08826251,1405,14,58332909.0,14.0,866
cg23318560,1406,14,64854531.0,14.0,867
cg22868346,1408,14,67826966.0,14.0,868
cg09388160,1411,14,68978814.0,14.0,869
cg20267521,1413,14,70655056.0,14.0,870
cg09636214,1414,14,73712491.0,14.0,871
cg14834903,1416,14,73712902.0,14.0,872
cg03510159,1417,14,75079312.0,14.0,873
cg08200546,1418,14,75441107.0,14.0,874
cg09945151,1419,14,75594005.0,14.0,875
cg04732303,1420,14,76848081.0,14.0,876
cg16460157,1422,14,77781561.0,14.0,877
cg09997119,1423,14,77890531.0,14.0,878
cg14520941,1424,14,77935699.0,14.0,879
cg21063480,1425,14,78082891.0,14.0,880
cg21228500,1426,14,78108468.0,14.0,881
cg13607316,1428,14,90421828.0,14.0,882
cg18607961,1430,14,91750825.0,14.0,883
cg22815785,1431,14,92303034.0,14.0,884
cg18397726,1432,14,93395464.0,14.0,885
cg06626359,1433,14,94173261.0,14.0,886
cg09320993,1436,14,95623691.0,14.0,887
cg13252030,1437,14,97208245.0,14.0,888
cg16062483,1439,14,98444417.0,14.0,889
cg11798182,1440,14,98444513.0,14.0,890
cg13185188,1443,14,100680334.0,14.0,891
cg02259047,1445,14,104175555.0,14.0,892
cg09926907,1446,14,104669834.0,14.0,893
cg12789068,1447,14,105255251.0,14.0,894
cg21490485,1448,14,105836096.0,14.0,895
cg24525828,1449,15,22833288.0,15.0,896
cg16639637,1450,15,22833308.0,15.0,897
cg07483245,1451,15,23034598.0,15.0,898
cg05626764,1454,15,26095764.0,15.0,899
cg10177518,1455,15,26480873.0,15.0,900
cg02912913,1456,15,27128279.0,15.0,901
cg09973791,1457,15,28015719.0,15.0,902
cg18456782,1458,15,28051715.0,15.0,903
cg08121164,1460,15,29404922.0,15.0,904
cg17140476,1464,15,40846280.0,15.0,905
cg09204108,1466,15,42211679.0,15.0,906
cg27132050,1468,15,45021149.0,15.0,907
cg03026420,1469,15,45315313.0,15.0,908
cg22296620,1470,15,45315419.0,15.0,909
cg26196700,1471,15,45315430.0,15.0,910
cg09092052,1472,15,45571596.0,15.0,911
cg16921702,1474,15,45571636.0,15.0,912
cg20112330,1475,15,55700431.0,15.0,913
cg20431565,1477,15,62684395.0,15.0,914
cg06604146,1478,15,64752635.0,15.0,915
cg01764954,1481,15,72476792.0,15.0,916
cg02760766,1482,15,72668543.0,15.0,917
cg09169335,1483,15,73659861.0,15.0,918
cg15038331,1484,15,74290466.0,15.0,919
cg05195566,1485,15,74465209.0,15.0,920
cg02319990,1486,15,75641529.0,15.0,921
cg02190897,1487,15,77460576.0,15.0,922
cg13341432,1490,15,81270714.0,15.0,923
cg25623774,1491,15,81706395.0,15.0,924
cg09180848,1494,15,83953780.0,15.0,925
cg22681495,1496,15,86058755.0,15.0,926
cg04339246,1498,15,89876433.0,15.0,927
cg08641118,1499,15,90030046.0,15.0,928
cg05239308,1502,15,90793056.0,15.0,929
cg00481725,1506,15,98648111.0,15.0,930
cg07945618,1508,15,99926398.0,15.0,931
cg06764665,1509,15,100835053.0,15.0,932
cg09969830,1510,16,103646.0,16.0,933
cg11653271,1511,16,103723.0,16.0,934
cg09937849,1512,16,318717.0,16.0,935
cg03991300,1513,16,672283.0,16.0,936
cg07192961,1514,16,672468.0,16.0,937
cg02459859,1515,16,787266.0,16.0,938
cg00624589,1517,16,1094742.0,16.0,939
cg07221298,1518,16,1170843.0,16.0,940
cg05335492,1519,16,1195646.0,16.0,941
cg01617990,1520,16,1245967.0,16.0,942
cg27107150,1521,16,1272275.0,16.0,943
cg07957690,1522,16,1402745.0,16.0,944
cg00833562,1529,16,2501147.0,16.0,945
cg02512202,1530,16,2653250.0,16.0,946
cg03314158,1531,16,2653280.0,16.0,947
cg01124843,1532,16,2653626.0,16.0,948
cg06733736,1534,16,3661771.0,16.0,949
cg08051625,1535,16,3791081.0,16.0,950
cg16660394,1542,16,19089709.0,16.0,951
cg04863568,1550,16,28936502.0,16.0,952
cg00843885,1551,16,29985458.0,16.0,953
cg03771456,1552,16,30453862.0,16.0,954
cg07842593,1553,16,30457166.0,16.0,955
cg00431324,1554,16,30672051.0,16.0,956
cg07762474,1556,16,30832385.0,16.0,957
cg05984244,1558,16,31488238.0,16.0,958
cg04060128,1559,16,31488852.0,16.0,959
cg03160726,1560,16,47492286.0,16.0,960
cg04672837,1562,16,48644449.0,16.0,961
cg12585429,1563,16,49889252.0,16.0,962
cg08394412,1564,16,50875140.0,16.0,963
cg04294437,1565,16,50875204.0,16.0,964
cg05766489,1566,16,50875307.0,16.0,965
cg09920228,1567,16,50875496.0,16.0,966
cg03494692,1569,16,51498587.0,16.0,967
cg02111433,1572,16,53947953.0,16.0,968
cg09772792,1573,16,55366021.0,16.0,969
cg00348762,1574,16,56228114.0,16.0,970
cg05581701,1575,16,56666323.0,16.0,971
cg05859533,1576,16,57727230.0,16.0,972
cg05622686,1578,16,58501611.0,16.0,973
cg21335942,1579,16,58549945.0,16.0,974
cg11140307,1580,16,66730384.0,16.0,975
cg02801598,1582,16,66914223.0,16.0,976
cg10185775,1583,16,66981693.0,16.0,977
cg08692100,1585,16,67143780.0,16.0,978
cg09756419,1588,16,67918680.0,16.0,979
cg01043196,1589,16,68362223.0,16.0,980
cg08641155,1592,16,70469236.0,16.0,981
cg05306472,1594,16,73517129.0,16.0,982
cg27662674,1596,16,75589561.0,16.0,983
cg05933037,1599,16,81223254.0,16.0,984
cg07179770,1605,16,84681994.0,16.0,985
cg05632908,1606,16,84880339.0,16.0,986
cg06744117,1609,16,85496711.0,16.0,987
cg18238236,1611,16,86320980.0,16.0,988
cg24728281,1612,16,86411456.0,16.0,989
cg05076697,1613,16,86808826.0,16.0,990
cg16478012,1614,16,87425779.0,16.0,991
cg02474032,1615,16,87678659.0,16.0,992
cg07544223,1616,16,87965360.0,16.0,993
cg03190944,1617,16,88388231.0,16.0,994
cg06980586,1618,16,88473102.0,16.0,995
cg09058991,1619,16,88698872.0,16.0,996
cg00974579,1621,16,88990188.0,16.0,997
cg04753738,1622,16,89160056.0,16.0,998
cg07984980,1623,16,89898383.0,16.0,999
cg15295273,1624,17,132231.0,17.0,1000
cg22697034,1626,17,1123634.0,17.0,1001
cg22656126,1627,17,1637206.0,17.0,1002
cg04005701,1628,17,1733641.0,17.0,1003
cg02340576,1629,17,1933726.0,17.0,1004
cg03244036,1630,17,1958034.0,17.0,1005
cg18051461,1631,17,1958073.0,17.0,1006
cg06580745,1632,17,4692790.0,17.0,1007
cg17125699,1635,17,5972281.0,17.0,1008
cg05940703,1636,17,6947032.0,17.0,1009
cg13759852,1638,17,8056985.0,17.0,1010
cg24037243,1639,17,8534057.0,17.0,1011
cg03963689,1641,17,17739407.0,17.0,1012
cg06292146,1643,17,19840295.0,17.0,1013
cg10478435,1644,17,21280288.0,17.0,1014
cg07564598,1645,17,25619946.0,17.0,1015
cg21437722,1646,17,27083271.0,17.0,1016
cg06234624,1647,17,27181559.0,17.0,1017
cg01831904,1649,17,28903510.0,17.0,1018
cg08994789,1650,17,28903642.0,17.0,1019
cg10490745,1651,17,29876386.0,17.0,1020
cg07660838,1652,17,32909375.0,17.0,1021
cg18411103,1653,17,33700255.0,17.0,1022
cg06350203,1654,17,34062219.0,17.0,1023
cg00930890,1656,17,34948097.0,17.0,1024
cg26668490,1657,17,35291021.0,17.0,1025
cg00574563,1658,17,35299270.0,17.0,1026
cg27200190,1659,17,35766714.0,17.0,1027
cg25401140,1662,17,37558857.0,17.0,1028
cg04267400,1663,17,37754160.0,17.0,1029
cg12413918,1664,17,37855819.0,17.0,1030
cg12027761,1665,17,38279750.0,17.0,1031
cg12280065,1670,17,40687885.0,17.0,1032
cg07954659,1672,17,40950815.0,17.0,1033
cg25538602,1673,17,43299180.0,17.0,1034
cg17101843,1674,17,44919554.0,17.0,1035
cg14263884,1676,17,46048822.0,17.0,1036
cg21766188,1677,17,46573805.0,17.0,1037
cg25173971,1682,17,48796996.0,17.0,1038
cg11804965,1686,17,54219579.0,17.0,1039
cg05021798,1687,17,54670228.0,17.0,1040
cg13358773,1688,17,55037264.0,17.0,1041
cg03222323,1689,17,59534903.0,17.0,1042
cg03438490,1690,17,61515010.0,17.0,1043
cg20536841,1691,17,65027292.0,17.0,1044
cg01036409,1692,17,66597372.0,17.0,1045
cg01218494,1694,17,71160864.0,17.0,1046
cg06563943,1695,17,71188271.0,17.0,1047
cg22121495,1696,17,71420061.0,17.0,1048
cg01571491,1697,17,72440050.0,17.0,1049
cg12536809,1698,17,72852514.0,17.0,1050
cg27346982,1700,17,74209081.0,17.0,1051
cg18324467,1701,17,74237002.0,17.0,1052
cg23676734,1704,17,76491989.0,17.0,1053
cg12031740,1705,17,76936927.0,17.0,1054
cg17582411,1706,17,77458542.0,17.0,1055
cg25532627,1707,17,77997833.0,17.0,1056
cg23197939,1708,17,78039368.0,17.0,1057
cg11329058,1710,17,78549358.0,17.0,1058
cg03573861,1711,17,79368669.0,17.0,1059
cg18717167,1712,17,80266962.0,17.0,1060
cg02605237,1714,17,80887041.0,17.0,1061
cg03691418,1715,17,80962847.0,17.0,1062
cg15158376,1716,18,712731.0,18.0,1063
cg26147554,1717,18,712733.0,18.0,1064
cg00955482,1718,18,712737.0,18.0,1065
cg11773720,1719,18,905180.0,18.0,1066
cg05760402,1724,18,20139913.0,18.0,1067
cg26725274,1726,18,29265487.0,18.0,1068
cg16061099,1727,18,34831179.0,18.0,1069
cg02570531,1733,18,46479155.0,18.0,1070
cg24771804,1734,18,55107755.0,18.0,1071
cg13518992,1735,18,55109119.0,18.0,1072
cg23518678,1736,18,56889748.0,18.0,1073
cg07111678,1738,18,60987770.0,18.0,1074
cg22217793,1741,18,76683160.0,18.0,1075
cg20513080,1743,18,77215345.0,18.0,1076
cg13590055,1745,18,77917647.0,18.0,1077
cg21237861,1746,18,77918142.0,18.0,1078
cg23281729,1747,18,78005477.0,18.0,1079
cg04607160,1748,19,488565.0,19.0,1080
cg14740952,1749,19,489669.0,19.0,1081
cg08403345,1750,19,496425.0,19.0,1082
cg07413547,1751,19,919351.0,19.0,1083
cg13761375,1752,19,1065184.0,19.0,1084
cg24783234,1753,19,1104508.0,19.0,1085
cg13647706,1754,19,1567517.0,19.0,1086
cg23033430,1755,19,1847834.0,19.0,1087
cg08138366,1756,19,2217980.0,19.0,1088
cg22621913,1757,19,2352414.0,19.0,1089
cg18610079,1758,19,2430457.0,19.0,1090
cg23295181,1759,19,2790716.0,19.0,1091
cg03063057,1760,19,3110400.0,19.0,1092
cg19839382,1762,19,5036857.0,19.0,1093
cg18550517,1764,19,6821671.0,19.0,1094
cg02196619,1765,19,7505090.0,19.0,1095
cg08676534,1766,19,9731681.0,19.0,1096
cg19235955,1767,19,9731901.0,19.0,1097
cg09668689,1768,19,9785295.0,19.0,1098
cg10755961,1769,19,9785647.0,19.0,1099
cg24874111,1770,19,9785727.0,19.0,1100
cg14073063,1771,19,9785906.0,19.0,1101
cg20154743,1773,19,9786077.0,19.0,1102
cg06549128,1774,19,10047328.0,19.0,1103
cg14536784,1775,19,10542623.0,19.0,1104
cg16521633,1778,19,11142255.0,19.0,1105
cg25424659,1779,19,11450592.0,19.0,1106
cg24836833,1781,19,12662709.0,19.0,1107
cg03232342,1783,19,13828356.0,19.0,1108
cg25945273,1785,19,14692863.0,19.0,1109
cg10590400,1786,19,15530032.0,19.0,1110
cg05256688,1787,19,15547851.0,19.0,1111
cg26823353,1790,19,17379035.0,19.0,1112
cg01328269,1792,19,17759324.0,19.0,1113
cg16049699,1793,19,17800285.0,19.0,1114
cg11085762,1794,19,17942317.0,19.0,1115
cg03272225,1795,19,17957106.0,19.0,1116
cg08162780,1796,19,18497064.0,19.0,1117
cg01380346,1797,19,18557039.0,19.0,1118
cg09314196,1798,19,22816508.0,19.0,1119
cg13563193,1799,19,33072644.0,19.0,1120
cg07258998,1800,19,33167980.0,19.0,1121
cg18823272,1801,19,34111733.0,19.0,1122
cg23495820,1802,19,35715624.0,19.0,1123
cg10697843,1804,19,36236150.0,19.0,1124
cg02452418,1807,19,39056126.0,19.0,1125
cg21911861,1808,19,39832561.0,19.0,1126
cg22494492,1809,19,39936032.0,19.0,1127
cg15407819,1811,19,41062024.0,19.0,1128
cg06670612,1813,19,42082485.0,19.0,1129
cg14242928,1815,19,42811017.0,19.0,1130
cg08835342,1816,19,42811090.0,19.0,1131
cg11905651,1817,19,44008615.0,19.0,1132
cg17121205,1818,19,44009353.0,19.0,1133
cg00843105,1819,19,44645597.0,19.0,1134
cg05012825,1821,19,45147078.0,19.0,1135
cg18788725,1822,19,45512122.0,19.0,1136
cg16041550,1824,19,47633739.0,19.0,1137
cg17932394,1825,19,48866706.0,19.0,1138
cg11637076,1826,19,49575188.0,19.0,1139
cg03564727,1827,19,49577206.0,19.0,1140
cg10714492,1831,19,51321395.0,19.0,1141
cg26832639,1832,19,51457480.0,19.0,1142
cg01226447,1834,19,51870714.0,19.0,1143
cg12586262,1836,19,53606654.0,19.0,1144
cg03120115,1837,19,53657749.0,19.0,1145
cg25564733,1838,19,54043979.0,19.0,1146
cg03298305,1841,19,55972791.0,19.0,1147
cg19744614,1843,19,56321115.0,19.0,1148
cg09183598,1846,19,57679015.0,19.0,1149
cg17972708,1847,19,57874796.0,19.0,1150
cg10705236,1848,19,57901745.0,19.0,1151
cg01464707,1849,19,58153662.0,19.0,1152
cg18315638,1850,19,58458572.0,19.0,1153
cg13678479,1852,19,59093272.0,19.0,1154
cg03932398,1854,20,1206703.0,20.0,1155
cg12233487,1855,20,2517085.0,20.0,1156
cg07323055,1856,20,3140559.0,20.0,1157
cg04592353,1857,20,3209092.0,20.0,1158
cg11366015,1859,20,3748106.0,20.0,1159
cg09201264,1860,20,3748382.0,20.0,1160
cg11366886,1862,20,11666805.0,20.0,1161
cg11932837,1863,20,16553912.0,20.0,1162
cg09742751,1864,20,16553921.0,20.0,1163
cg03014957,1866,20,29956062.0,20.0,1164
cg22548015,1868,20,30539544.0,20.0,1165
cg15115510,1870,20,33872603.0,20.0,1166
cg20648272,1873,20,35068341.0,20.0,1167
cg26429905,1874,20,35917924.0,20.0,1168
cg04588969,1876,20,36767986.0,20.0,1169
cg09113613,1878,20,37101903.0,20.0,1170
cg03356734,1879,20,37230413.0,20.0,1171
cg27461254,1880,20,39135472.0,20.0,1172
cg23060191,1881,20,39666765.0,20.0,1173
cg00853742,1882,20,39990972.0,20.0,1174
cg22589504,1885,20,42790265.0,20.0,1175
cg25799864,1886,20,42875721.0,20.0,1176
cg17664577,1890,20,44642114.0,20.0,1177
cg11841529,1891,20,44746751.0,20.0,1178
cg19200140,1892,20,44800668.0,20.0,1179
cg21798815,1895,20,46414765.0,20.0,1180
cg01825986,1897,20,47804552.0,20.0,1181
cg21251385,1900,20,52277050.0,20.0,1182
cg13008301,1901,20,54978749.0,20.0,1183
cg25438683,1905,20,57428473.0,20.0,1184
cg00938743,1906,20,58179246.0,20.0,1185
cg01868762,1909,20,60581773.0,20.0,1186
cg17246810,1912,20,61197067.0,20.0,1187
cg13162609,1913,20,61288203.0,20.0,1188
cg09327276,1916,20,61973283.0,20.0,1189
cg11601519,1920,21,15451242.0,21.0,1190
cg13125364,1921,21,27543351.0,21.0,1191
cg01962969,1926,21,37442104.0,21.0,1192
cg27307781,1929,21,37442289.0,21.0,1193
cg16719517,1930,21,37442385.0,21.0,1194
cg00734483,1931,21,42539961.0,21.0,1195
cg00397324,1932,21,42798594.0,21.0,1196
cg22730042,1935,21,44528293.0,21.0,1197
cg12466405,1938,21,45402485.0,21.0,1198
cg12501220,1939,21,45972595.0,21.0,1199
cg06438815,1940,21,46292710.0,21.0,1200
cg23662138,1941,21,46495607.0,21.0,1201
cg01521449,1942,21,47855049.0,21.0,1202
cg14372753,1944,22,18064176.0,22.0,1203
cg02610425,1947,22,18483192.0,22.0,1204
cg14785220,1948,22,19010129.0,22.0,1205
cg08088989,1952,22,22874447.0,22.0,1206
cg09052401,1955,22,24105444.0,22.0,1207
cg10756887,1956,22,24105692.0,22.0,1208
cg05091724,1957,22,24256157.0,22.0,1209
cg00278028,1961,22,28196834.0,22.0,1210
cg03167954,1963,22,29707782.0,22.0,1211
cg09429583,1965,22,30987606.0,22.0,1212
cg01546248,1966,22,31477006.0,22.0,1213
cg24403968,1971,22,36877706.0,22.0,1214
cg25756470,1972,22,37256947.0,22.0,1215
cg17809471,1973,22,37882605.0,22.0,1216
cg14090487,1974,22,38003190.0,22.0,1217
cg14316339,1975,22,38520900.0,22.0,1218
cg23704627,1976,22,39152758.0,22.0,1219
cg18746774,1978,22,39352197.0,22.0,1220
cg20194595,1979,22,39640441.0,22.0,1221
cg05705094,1980,22,39930804.0,22.0,1222
cg00500400,1982,22,41487283.0,22.0,1223
cg17401067,1983,22,41840292.0,22.0,1224
cg08909806,1984,22,43548696.0,22.0,1225
cg20014942,1993,22,48977448.0,22.0,1226
cg22416021,1995,22,50177941.0,22.0,1227
cg18093120,1997,22,50523955.0,22.0,1228
cg24713529,1998,22,50965126.0,22.0,1229
cg13092901,1999,22,50965373.0,22.0,1230
